round,epochs,n_clients,imgsz,trainable_params,total_params,trainable_pct,comm_MB_this_round,total_steps_this_round,avg_box_loss,avg_cls_loss,avg_dfl_loss,evaluated,global_precision,global_recall,global_mAP50,global_mAP50_95,elapsed_seconds
28,2,19,960,9431662,9431662,100.0,1433.61,460,1.54707,1.20724,1.0306,True,0.5157,0.4432,0.4192,0.2464,2627
29,2,19,960,9431662,9431662,100.0,1433.61,460,1.44325,1.06713,0.9724,True,0.5229,0.4306,0.4216,0.2535,2667
30,2,19,960,9431662,9431662,100.0,1433.61,460,1.49671,1.16803,1.02015,True,0.5201,0.441,0.4218,0.2479,2697
31,2,19,960,9431662,9431662,100.0,1433.61,460,1.53112,1.06831,1.00679,True,0.5085,0.4317,0.4157,0.2482,2770
32,2,19,960,9431662,9431662,100.0,1433.61,460,1.48634,1.11401,0.99856,True,0.515,0.4403,0.422,0.251,2635
33,2,19,960,9431662,9431662,100.0,1433.61,460,1.50137,1.09324,0.99433,True,0.5076,0.4395,0.4129,0.245,2670
34,2,19,960,9431662,9431662,100.0,1433.61,460,1.45969,1.08912,0.97991,True,0.515,0.4386,0.4218,0.2507,2564
35,2,19,960,9431662,9431662,100.0,1433.61,460,1.56974,1.1325,1.02224,True,0.5191,0.4333,0.4135,0.2423,2707
36,2,19,960,9431662,9431662,100.0,1433.61,460,1.43845,1.02914,0.97149,True,0.5121,0.4409,0.4205,0.249,2759
37,2,19,960,9431662,9431662,100.0,1433.61,460,1.507,1.07054,0.99577,True,0.5131,0.4325,0.4146,0.2415,2793
38,2,19,960,9431662,9431662,100.0,1433.61,460,1.44296,1.0189,0.96981,True,0.517,0.4371,0.4169,0.2469,2674
39,2,19,960,9431662,9431662,100.0,1433.61,460,1.44326,1.02765,0.97261,True,0.5173,0.4339,0.4151,0.2439,2647
40,2,19,960,9431662,9431662,100.0,1433.61,460,1.50535,1.10997,1.0101,True,0.5171,0.4312,0.4117,0.2422,2659
41,2,19,960,9431662,9431662,100.0,1433.61,460,1.44504,1.01681,0.97323,True,0.5151,0.4366,0.4147,0.2448,2689
42,2,19,960,9431662,9431662,100.0,1433.61,460,1.4548,1.03109,0.98085,True,0.5256,0.4286,0.4146,0.2438,2566
43,2,19,960,9431662,9431662,100.0,1433.61,460,1.45863,1.07399,0.98906,True,0.5172,0.4287,0.4165,0.2468,2614
44,2,19,960,9431662,9431662,100.0,1433.61,460,1.41991,1.00099,0.96127,True,0.5151,0.4341,0.4161,0.244,2567
45,2,19,960,9431662,9431662,100.0,1433.61,460,1.48879,1.11032,0.99105,True,0.5257,0.4192,0.4101,0.2429,2552
46,2,19,960,9431662,9431662,100.0,1433.61,460,1.45615,1.02769,0.98059,True,0.5246,0.4255,0.41,0.2406,2644
47,2,19,960,9431662,9431662,100.0,1433.61,460,1.44288,1.08456,0.98663,True,0.5166,0.4244,0.4114,0.2423,2673
48,2,19,960,9431662,9431662,100.0,1433.61,460,1.46034,1.01256,0.98289,True,0.5149,0.4238,0.4113,0.2414,2637
49,2,19,960,9431662,9431662,100.0,1433.61,460,1.49072,1.08885,1.01618,True,0.5111,0.4228,0.4065,0.2391,2569
50,2,19,960,9431662,9431662,100.0,1433.61,460,1.45611,0.99205,0.97794,True,0.5226,0.4194,0.4078,0.2402,2676
