frame,found,track_id,class,confidence,x1,y1,x2,y2,center_x,center_y
113,1,27,motor,0.629,1092,715,1168,855,1130,785
114,1,27,motor,0.639,1094,722,1168,859,1131,790
115,1,27,motor,0.656,1093,724,1170,864,1131,794
116,0,27,motor,,,,,,,
117,1,27,motor,0.626,1095,731,1173,875,1134,803
118,1,27,motor,0.638,1097,737,1174,880,1135,808
119,1,27,motor,0.676,1097,740,1175,886,1136,813
120,1,27,motor,0.669,1098,748,1176,892,1137,820
121,1,27,motor,0.662,1099,752,1177,899,1138,825
122,1,27,motor,0.635,1102,759,1177,900,1139,829
123,1,27,motor,0.628,1105,770,1176,901,1140,835
124,1,27,motor,0.608,1107,773,1177,899,1142,836
125,1,27,motor,0.6,1103,770,1182,915,1142,842
126,1,27,motor,0.642,1102,771,1185,926,1143,848
127,1,27,motor,0.643,1104,786,1184,933,1144,859
128,1,27,motor,0.63,1107,793,1188,942,1147,867
129,1,27,motor,0.62,1108,790,1194,948,1151,869
130,1,27,tricycle,0.671,1108,791,1197,954,1152,872
131,1,27,motor,0.699,1107,792,1200,962,1153,877
132,1,27,motor,0.701,1108,795,1203,969,1155,882
133,1,27,motor,0.641,1108,798,1205,976,1156,887
134,1,27,motor,0.668,1109,806,1204,983,1156,894
135,1,27,tricycle,0.631,1112,815,1205,989,1158,902
136,1,27,motor,0.695,1114,828,1205,997,1159,912
137,1,27,motor,0.648,1115,833,1207,1005,1161,919
138,1,27,motor,0.591,1116,837,1208,1012,1162,924
139,1,27,motor,0.676,1118,848,1209,1020,1163,934
140,1,27,motor,0.618,1120,858,1210,1028,1165,943
141,1,27,motor,0.574,1119,859,1212,1037,1165,948
142,1,27,motor,0.647,1123,865,1217,1046,1170,955
143,1,27,motor,0.52,1123,863,1222,1055,1172,959
144,1,27,motor,0.479,1126,874,1224,1064,1175,969
145,1,27,motor,0.686,1128,881,1225,1072,1176,976
146,1,27,motor,0.693,1128,888,1226,1081,1177,984
147,1,27,motor,0.459,1131,900,1227,1090,1179,995
148,1,27,motor,0.417,1132,905,1231,1100,1181,1002
149,1,27,motor,0.613,1134,908,1235,1109,1184,1008
150,1,27,motor,0.749,1138,920,1238,1119,1188,1019
151,1,27,motor,0.686,1139,927,1241,1130,1190,1028
152,1,27,motor,0.705,1141,934,1244,1140,1192,1037
153,1,27,motor,0.667,1143,940,1247,1151,1195,1045
154,1,27,motor,0.614,1142,939,1250,1161,1196,1050
155,1,27,motor,0.705,1145,956,1250,1172,1197,1064
156,1,27,motor,0.753,1148,972,1251,1183,1199,1077
157,1,27,motor,0.709,1149,980,1252,1194,1200,1087
158,1,27,motor,0.728,1152,987,1257,1205,1204,1096
159,1,27,motor,0.811,1153,997,1259,1216,1206,1106
160,1,27,motor,0.822,1155,1007,1262,1228,1208,1117
161,1,27,motor,0.74,1156,1011,1266,1241,1211,1126
162,1,27,motor,0.743,1157,1016,1270,1252,1213,1134
163,1,27,motor,0.719,1158,1025,1271,1265,1214,1145
164,1,27,motor,0.735,1157,1026,1275,1278,1216,1152
165,1,27,motor,0.739,1160,1047,1275,1292,1217,1169
166,1,27,motor,0.8,1160,1053,1277,1307,1218,1180
167,1,27,motor,0.747,1161,1067,1278,1320,1219,1193
168,1,27,motor,0.624,1160,1077,1279,1337,1219,1207
169,1,27,motor,0.772,1161,1092,1279,1351,1220,1221
170,1,27,motor,0.687,1161,1105,1279,1365,1220,1235
171,1,27,motor,0.588,1162,1123,1279,1381,1220,1252
172,1,27,motor,0.77,1164,1150,1277,1397,1220,1273
173,1,27,motor,0.755,1164,1165,1278,1413,1221,1289
174,1,27,motor,0.544,1163,1178,1278,1430,1220,1304
175,1,27,motor,0.642,1161,1192,1276,1440,1218,1316
176,1,27,motor,0.786,1159,1190,1277,1440,1218,1315
177,1,27,motor,0.537,1160,1209,1270,1440,1215,1324
178,1,27,motor,0.475,1159,1214,1269,1440,1214,1327
179,1,27,motor,0.645,1160,1217,1268,1436,1214,1326
180,1,27,motor,0.656,1157,1217,1269,1440,1213,1328
181,1,27,motor,0.685,1159,1242,1263,1440,1211,1341
182,0,27,motor,,,,,,,
183,1,27,motor,0.587,1156,1259,1256,1440,1206,1349
184,1,27,motor,0.603,1155,1281,1249,1440,1202,1360
185,1,27,bicycle,0.51,1152,1297,1243,1440,1197,1368
186,1,27,bicycle,0.648,1151,1312,1239,1440,1195,1376
187,1,27,bicycle,0.775,1146,1317,1235,1440,1190,1378
188,1,27,pedestrian,0.478,1126,1281,1241,1440,1183,1360
189,1,27,bicycle,0.558,1132,1319,1225,1440,1178,1379
190,1,27,pedestrian,0.519,1115,1303,1220,1440,1167,1371
191,1,27,pedestrian,0.292,1111,1309,1212,1440,1161,1374
192,1,27,pedestrian,0.42,1108,1322,1200,1440,1154,1381
193,1,27,pedestrian,0.461,1103,1339,1184,1440,1143,1389
194,1,27,pedestrian,0.374,1103,1356,1172,1440,1137,1398
195,0,27,motor,,,,,,,
196,0,27,motor,,,,,,,
197,0,27,motor,,,,,,,
198,0,27,motor,,,,,,,
199,0,27,motor,,,,,,,
200,0,27,motor,,,,,,,
201,0,27,motor,,,,,,,
202,0,27,motor,,,,,,,
203,0,27,motor,,,,,,,
204,0,27,motor,,,,,,,
205,0,27,motor,,,,,,,
206,0,27,motor,,,,,,,
207,0,27,motor,,,,,,,
208,0,27,motor,,,,,,,
209,0,27,motor,,,,,,,
210,0,27,motor,,,,,,,
211,0,27,motor,,,,,,,
212,0,27,motor,,,,,,,
213,0,27,motor,,,,,,,
214,0,27,motor,,,,,,,
215,0,27,motor,,,,,,,
216,0,27,motor,,,,,,,
217,0,27,motor,,,,,,,
218,0,27,motor,,,,,,,
219,0,27,motor,,,,,,,
220,0,27,motor,,,,,,,
221,0,27,motor,,,,,,,
222,0,27,motor,,,,,,,
223,0,27,motor,,,,,,,
224,0,27,motor,,,,,,,
225,0,27,motor,,,,,,,
226,0,27,motor,,,,,,,
227,0,27,motor,,,,,,,
228,0,27,motor,,,,,,,
229,0,27,motor,,,,,,,
230,0,27,motor,,,,,,,
231,0,27,motor,,,,,,,
232,0,27,motor,,,,,,,
233,0,27,motor,,,,,,,
234,0,27,motor,,,,,,,
235,0,27,motor,,,,,,,
236,0,27,motor,,,,,,,
237,0,27,motor,,,,,,,
238,0,27,motor,,,,,,,
239,0,27,motor,,,,,,,
240,0,27,motor,,,,,,,
241,0,27,motor,,,,,,,
242,0,27,motor,,,,,,,
243,0,27,motor,,,,,,,
244,0,27,motor,,,,,,,
245,0,27,motor,,,,,,,
246,0,27,motor,,,,,,,
247,0,27,motor,,,,,,,
248,0,27,motor,,,,,,,
249,0,27,motor,,,,,,,
250,0,27,motor,,,,,,,
251,0,27,motor,,,,,,,
252,0,27,motor,,,,,,,
253,0,27,motor,,,,,,,
254,0,27,motor,,,,,,,
255,0,27,motor,,,,,,,
256,0,27,motor,,,,,,,
257,0,27,motor,,,,,,,
258,0,27,motor,,,,,,,
259,0,27,motor,,,,,,,
260,0,27,motor,,,,,,,
261,0,27,motor,,,,,,,
262,0,27,motor,,,,,,,
263,0,27,motor,,,,,,,
264,0,27,motor,,,,,,,
265,0,27,motor,,,,,,,
266,0,27,motor,,,,,,,
267,0,27,motor,,,,,,,
268,0,27,motor,,,,,,,
269,0,27,motor,,,,,,,
270,0,27,motor,,,,,,,
271,0,27,motor,,,,,,,
272,0,27,motor,,,,,,,
273,0,27,motor,,,,,,,
274,0,27,motor,,,,,,,
275,0,27,motor,,,,,,,
276,0,27,motor,,,,,,,
277,0,27,motor,,,,,,,
278,0,27,motor,,,,,,,
279,0,27,motor,,,,,,,
280,0,27,motor,,,,,,,
281,0,27,motor,,,,,,,
282,0,27,motor,,,,,,,
283,0,27,motor,,,,,,,
284,0,27,motor,,,,,,,
285,0,27,motor,,,,,,,
286,0,27,motor,,,,,,,
287,0,27,motor,,,,,,,
288,0,27,motor,,,,,,,
289,0,27,motor,,,,,,,
290,0,27,motor,,,,,,,
291,0,27,motor,,,,,,,
292,0,27,motor,,,,,,,
293,0,27,motor,,,,,,,
294,0,27,motor,,,,,,,
295,0,27,motor,,,,,,,
296,0,27,motor,,,,,,,
297,0,27,motor,,,,,,,
298,0,27,motor,,,,,,,
299,0,27,motor,,,,,,,
300,0,27,motor,,,,,,,
301,0,27,motor,,,,,,,
302,0,27,motor,,,,,,,
303,0,27,motor,,,,,,,
304,0,27,motor,,,,,,,
305,0,27,motor,,,,,,,
306,0,27,motor,,,,,,,
307,0,27,motor,,,,,,,
308,0,27,motor,,,,,,,
309,0,27,motor,,,,,,,
310,0,27,motor,,,,,,,
311,0,27,motor,,,,,,,
312,0,27,motor,,,,,,,
313,0,27,motor,,,,,,,
314,0,27,motor,,,,,,,
315,0,27,motor,,,,,,,
316,0,27,motor,,,,,,,
317,0,27,motor,,,,,,,
318,0,27,motor,,,,,,,
319,0,27,motor,,,,,,,
320,0,27,motor,,,,,,,
321,0,27,motor,,,,,,,
322,0,27,motor,,,,,,,
323,0,27,motor,,,,,,,
324,0,27,motor,,,,,,,
325,0,27,motor,,,,,,,
326,0,27,motor,,,,,,,
327,0,27,motor,,,,,,,
328,0,27,motor,,,,,,,
329,0,27,motor,,,,,,,
330,0,27,motor,,,,,,,
331,0,27,motor,,,,,,,
332,0,27,motor,,,,,,,
333,0,27,motor,,,,,,,
334,0,27,motor,,,,,,,
335,0,27,motor,,,,,,,
336,0,27,motor,,,,,,,
337,0,27,motor,,,,,,,
338,0,27,motor,,,,,,,
339,0,27,motor,,,,,,,
340,0,27,motor,,,,,,,
341,0,27,motor,,,,,,,
342,0,27,motor,,,,,,,
343,0,27,motor,,,,,,,
344,0,27,motor,,,,,,,
345,0,27,motor,,,,,,,
346,0,27,motor,,,,,,,
347,0,27,motor,,,,,,,
348,0,27,motor,,,,,,,
349,0,27,motor,,,,,,,
350,0,27,motor,,,,,,,
351,0,27,motor,,,,,,,
352,0,27,motor,,,,,,,
353,0,27,motor,,,,,,,
354,0,27,motor,,,,,,,
355,0,27,motor,,,,,,,
356,0,27,motor,,,,,,,
357,0,27,motor,,,,,,,
358,0,27,motor,,,,,,,
359,0,27,motor,,,,,,,
360,0,27,motor,,,,,,,
361,0,27,motor,,,,,,,
362,0,27,motor,,,,,,,
363,0,27,motor,,,,,,,
364,0,27,motor,,,,,,,
365,0,27,motor,,,,,,,
366,0,27,motor,,,,,,,
367,0,27,motor,,,,,,,
368,0,27,motor,,,,,,,
369,0,27,motor,,,,,,,
370,0,27,motor,,,,,,,
371,0,27,motor,,,,,,,
372,0,27,motor,,,,,,,
373,0,27,motor,,,,,,,
374,0,27,motor,,,,,,,
375,0,27,motor,,,,,,,
376,0,27,motor,,,,,,,
377,0,27,motor,,,,,,,
378,0,27,motor,,,,,,,
379,0,27,motor,,,,,,,
380,0,27,motor,,,,,,,
381,0,27,motor,,,,,,,
382,0,27,motor,,,,,,,
383,0,27,motor,,,,,,,
384,0,27,motor,,,,,,,
385,0,27,motor,,,,,,,
386,0,27,motor,,,,,,,
387,0,27,motor,,,,,,,
388,0,27,motor,,,,,,,
389,0,27,motor,,,,,,,
390,0,27,motor,,,,,,,
391,0,27,motor,,,,,,,
392,0,27,motor,,,,,,,
393,0,27,motor,,,,,,,
394,0,27,motor,,,,,,,
395,0,27,motor,,,,,,,
396,0,27,motor,,,,,,,
397,0,27,motor,,,,,,,
398,0,27,motor,,,,,,,
399,0,27,motor,,,,,,,
400,0,27,motor,,,,,,,
401,0,27,motor,,,,,,,
402,0,27,motor,,,,,,,
403,0,27,motor,,,,,,,
404,0,27,motor,,,,,,,
405,0,27,motor,,,,,,,
406,0,27,motor,,,,,,,
407,0,27,motor,,,,,,,
408,0,27,motor,,,,,,,
409,0,27,motor,,,,,,,
410,0,27,motor,,,,,,,
411,0,27,motor,,,,,,,
412,0,27,motor,,,,,,,
413,0,27,motor,,,,,,,
414,0,27,motor,,,,,,,
415,0,27,motor,,,,,,,
416,0,27,motor,,,,,,,
417,0,27,motor,,,,,,,
418,0,27,motor,,,,,,,
419,0,27,motor,,,,,,,
420,0,27,motor,,,,,,,
421,0,27,motor,,,,,,,
422,0,27,motor,,,,,,,
423,0,27,motor,,,,,,,
424,0,27,motor,,,,,,,
425,0,27,motor,,,,,,,
426,0,27,motor,,,,,,,
427,0,27,motor,,,,,,,
428,0,27,motor,,,,,,,
429,0,27,motor,,,,,,,
430,0,27,motor,,,,,,,
431,0,27,motor,,,,,,,
432,0,27,motor,,,,,,,
433,0,27,motor,,,,,,,
434,0,27,motor,,,,,,,
435,0,27,motor,,,,,,,
436,0,27,motor,,,,,,,
437,0,27,motor,,,,,,,
438,0,27,motor,,,,,,,
439,0,27,motor,,,,,,,
440,0,27,motor,,,,,,,
441,0,27,motor,,,,,,,
442,0,27,motor,,,,,,,
443,0,27,motor,,,,,,,
444,0,27,motor,,,,,,,
445,0,27,motor,,,,,,,
446,0,27,motor,,,,,,,
447,0,27,motor,,,,,,,
448,0,27,motor,,,,,,,
449,0,27,motor,,,,,,,
450,0,27,motor,,,,,,,
451,0,27,motor,,,,,,,
452,0,27,motor,,,,,,,
453,0,27,motor,,,,,,,
454,0,27,motor,,,,,,,
455,0,27,motor,,,,,,,
456,0,27,motor,,,,,,,
457,0,27,motor,,,,,,,
458,0,27,motor,,,,,,,
459,0,27,motor,,,,,,,
460,0,27,motor,,,,,,,
461,0,27,motor,,,,,,,
462,0,27,motor,,,,,,,
463,0,27,motor,,,,,,,
464,0,27,motor,,,,,,,
465,0,27,motor,,,,,,,
466,0,27,motor,,,,,,,
467,0,27,motor,,,,,,,
468,0,27,motor,,,,,,,
469,0,27,motor,,,,,,,
470,0,27,motor,,,,,,,
471,0,27,motor,,,,,,,
472,0,27,motor,,,,,,,
473,0,27,motor,,,,,,,
474,0,27,motor,,,,,,,
475,0,27,motor,,,,,,,
476,0,27,motor,,,,,,,
477,0,27,motor,,,,,,,
478,0,27,motor,,,,,,,
479,0,27,motor,,,,,,,
480,0,27,motor,,,,,,,
481,0,27,motor,,,,,,,
482,0,27,motor,,,,,,,
483,0,27,motor,,,,,,,
484,0,27,motor,,,,,,,
485,0,27,motor,,,,,,,
486,0,27,motor,,,,,,,
487,0,27,motor,,,,,,,
488,0,27,motor,,,,,,,
489,0,27,motor,,,,,,,
490,0,27,motor,,,,,,,
491,0,27,motor,,,,,,,
492,0,27,motor,,,,,,,
493,0,27,motor,,,,,,,
494,0,27,motor,,,,,,,
495,0,27,motor,,,,,,,
496,0,27,motor,,,,,,,
497,0,27,motor,,,,,,,
498,0,27,motor,,,,,,,
499,0,27,motor,,,,,,,
500,0,27,motor,,,,,,,
501,0,27,motor,,,,,,,
502,0,27,motor,,,,,,,
503,0,27,motor,,,,,,,
504,0,27,motor,,,,,,,
505,0,27,motor,,,,,,,
506,0,27,motor,,,,,,,
507,0,27,motor,,,,,,,
508,0,27,motor,,,,,,,
509,0,27,motor,,,,,,,
510,0,27,motor,,,,,,,
511,0,27,motor,,,,,,,
512,0,27,motor,,,,,,,
513,0,27,motor,,,,,,,
514,0,27,motor,,,,,,,
515,0,27,motor,,,,,,,
516,0,27,motor,,,,,,,
517,0,27,motor,,,,,,,
518,0,27,motor,,,,,,,
519,0,27,motor,,,,,,,
520,0,27,motor,,,,,,,
521,0,27,motor,,,,,,,
522,0,27,motor,,,,,,,
523,0,27,motor,,,,,,,
524,0,27,motor,,,,,,,
525,0,27,motor,,,,,,,
526,0,27,motor,,,,,,,
527,0,27,motor,,,,,,,
528,0,27,motor,,,,,,,
529,0,27,motor,,,,,,,
530,0,27,motor,,,,,,,
531,0,27,motor,,,,,,,
532,0,27,motor,,,,,,,
533,0,27,motor,,,,,,,
534,0,27,motor,,,,,,,
535,0,27,motor,,,,,,,
536,0,27,motor,,,,,,,
537,0,27,motor,,,,,,,
538,0,27,motor,,,,,,,
539,0,27,motor,,,,,,,
540,0,27,motor,,,,,,,
541,0,27,motor,,,,,,,
542,0,27,motor,,,,,,,
543,0,27,motor,,,,,,,
544,0,27,motor,,,,,,,
545,0,27,motor,,,,,,,
546,0,27,motor,,,,,,,
547,0,27,motor,,,,,,,
548,0,27,motor,,,,,,,
549,0,27,motor,,,,,,,
550,0,27,motor,,,,,,,
551,0,27,motor,,,,,,,
552,0,27,motor,,,,,,,
553,0,27,motor,,,,,,,
554,0,27,motor,,,,,,,
555,0,27,motor,,,,,,,
556,0,27,motor,,,,,,,
557,0,27,motor,,,,,,,
558,0,27,motor,,,,,,,
559,0,27,motor,,,,,,,
560,0,27,motor,,,,,,,
561,0,27,motor,,,,,,,
562,0,27,motor,,,,,,,
563,0,27,motor,,,,,,,
564,0,27,motor,,,,,,,
565,0,27,motor,,,,,,,
566,0,27,motor,,,,,,,
567,0,27,motor,,,,,,,
568,0,27,motor,,,,,,,
569,0,27,motor,,,,,,,
570,0,27,motor,,,,,,,
571,0,27,motor,,,,,,,
572,0,27,motor,,,,,,,
573,0,27,motor,,,,,,,
574,0,27,motor,,,,,,,
575,0,27,motor,,,,,,,
576,0,27,motor,,,,,,,
577,0,27,motor,,,,,,,
