frame,found,track_id,class,confidence,x1,y1,x2,y2,center_x,center_y
143,0,18,awning-tricycle,,,,,,,
144,0,18,awning-tricycle,,,,,,,
145,0,18,awning-tricycle,,,,,,,
146,0,18,awning-tricycle,,,,,,,
147,0,18,awning-tricycle,,,,,,,
148,0,18,awning-tricycle,,,,,,,
149,0,18,awning-tricycle,,,,,,,
150,0,18,awning-tricycle,,,,,,,
151,0,18,awning-tricycle,,,,,,,
152,0,18,awning-tricycle,,,,,,,
153,0,18,awning-tricycle,,,,,,,
154,0,18,awning-tricycle,,,,,,,
155,0,18,awning-tricycle,,,,,,,
156,0,18,awning-tricycle,,,,,,,
157,0,18,awning-tricycle,,,,,,,
158,0,18,awning-tricycle,,,,,,,
159,0,18,awning-tricycle,,,,,,,
160,0,18,awning-tricycle,,,,,,,
161,0,18,awning-tricycle,,,,,,,
162,0,18,awning-tricycle,,,,,,,
163,0,18,awning-tricycle,,,,,,,
164,0,18,awning-tricycle,,,,,,,
165,0,18,awning-tricycle,,,,,,,
166,0,18,awning-tricycle,,,,,,,
167,0,18,awning-tricycle,,,,,,,
168,0,18,awning-tricycle,,,,,,,
169,0,18,awning-tricycle,,,,,,,
170,0,18,awning-tricycle,,,,,,,
171,0,18,awning-tricycle,,,,,,,
172,0,18,awning-tricycle,,,,,,,
173,0,18,awning-tricycle,,,,,,,
174,0,18,awning-tricycle,,,,,,,
175,0,18,awning-tricycle,,,,,,,
176,0,18,awning-tricycle,,,,,,,
177,0,18,awning-tricycle,,,,,,,
178,0,18,awning-tricycle,,,,,,,
179,0,18,awning-tricycle,,,,,,,
180,0,18,awning-tricycle,,,,,,,
181,0,18,awning-tricycle,,,,,,,
182,0,18,awning-tricycle,,,,,,,
183,0,18,awning-tricycle,,,,,,,
184,0,18,awning-tricycle,,,,,,,
185,0,18,awning-tricycle,,,,,,,
186,0,18,awning-tricycle,,,,,,,
187,0,18,awning-tricycle,,,,,,,
188,0,18,awning-tricycle,,,,,,,
189,0,18,awning-tricycle,,,,,,,
190,0,18,awning-tricycle,,,,,,,
191,0,18,awning-tricycle,,,,,,,
192,0,18,awning-tricycle,,,,,,,
193,0,18,awning-tricycle,,,,,,,
194,0,18,awning-tricycle,,,,,,,
195,0,18,awning-tricycle,,,,,,,
196,0,18,awning-tricycle,,,,,,,
197,0,18,awning-tricycle,,,,,,,
198,0,18,awning-tricycle,,,,,,,
199,0,18,awning-tricycle,,,,,,,
200,0,18,awning-tricycle,,,,,,,
201,0,18,awning-tricycle,,,,,,,
202,0,18,awning-tricycle,,,,,,,
203,0,18,awning-tricycle,,,,,,,
204,0,18,awning-tricycle,,,,,,,
205,0,18,awning-tricycle,,,,,,,
206,0,18,awning-tricycle,,,,,,,
207,0,18,awning-tricycle,,,,,,,
208,0,18,awning-tricycle,,,,,,,
209,0,18,awning-tricycle,,,,,,,
210,0,18,awning-tricycle,,,,,,,
211,0,18,awning-tricycle,,,,,,,
212,0,18,awning-tricycle,,,,,,,
213,0,18,awning-tricycle,,,,,,,
214,0,18,awning-tricycle,,,,,,,
215,0,18,awning-tricycle,,,,,,,
216,0,18,awning-tricycle,,,,,,,
217,0,18,awning-tricycle,,,,,,,
218,0,18,awning-tricycle,,,,,,,
219,0,18,awning-tricycle,,,,,,,
220,0,18,awning-tricycle,,,,,,,
221,0,18,awning-tricycle,,,,,,,
222,0,18,awning-tricycle,,,,,,,
223,0,18,awning-tricycle,,,,,,,
224,0,18,awning-tricycle,,,,,,,
225,0,18,awning-tricycle,,,,,,,
226,0,18,awning-tricycle,,,,,,,
227,0,18,awning-tricycle,,,,,,,
228,0,18,awning-tricycle,,,,,,,
229,0,18,awning-tricycle,,,,,,,
230,0,18,awning-tricycle,,,,,,,
231,0,18,awning-tricycle,,,,,,,
232,0,18,awning-tricycle,,,,,,,
233,0,18,awning-tricycle,,,,,,,
234,0,18,awning-tricycle,,,,,,,
235,0,18,awning-tricycle,,,,,,,
236,0,18,awning-tricycle,,,,,,,
237,0,18,awning-tricycle,,,,,,,
238,0,18,awning-tricycle,,,,,,,
239,0,18,awning-tricycle,,,,,,,
240,0,18,awning-tricycle,,,,,,,
241,0,18,awning-tricycle,,,,,,,
242,0,18,awning-tricycle,,,,,,,
243,0,18,awning-tricycle,,,,,,,
244,0,18,awning-tricycle,,,,,,,
245,0,18,awning-tricycle,,,,,,,
246,0,18,awning-tricycle,,,,,,,
247,0,18,awning-tricycle,,,,,,,
248,0,18,awning-tricycle,,,,,,,
249,0,18,awning-tricycle,,,,,,,
250,0,18,awning-tricycle,,,,,,,
251,0,18,awning-tricycle,,,,,,,
252,0,18,awning-tricycle,,,,,,,
253,0,18,awning-tricycle,,,,,,,
254,0,18,awning-tricycle,,,,,,,
255,0,18,awning-tricycle,,,,,,,
256,0,18,awning-tricycle,,,,,,,
257,0,18,awning-tricycle,,,,,,,
258,0,18,awning-tricycle,,,,,,,
259,0,18,awning-tricycle,,,,,,,
260,0,18,awning-tricycle,,,,,,,
261,0,18,awning-tricycle,,,,,,,
262,0,18,awning-tricycle,,,,,,,
263,0,18,awning-tricycle,,,,,,,
264,0,18,awning-tricycle,,,,,,,
265,0,18,awning-tricycle,,,,,,,
266,0,18,awning-tricycle,,,,,,,
267,0,18,awning-tricycle,,,,,,,
